iter	RMSE
358	0.4237128703
359	0.4233867254
360	0.423264295
361	0.4232515761
362	0.4231588043
363	0.4230009012
364	0.4226536357
365	0.4226379388
366	0.4223044947
367	0.4218805412
368	0.4213510494
369	0.4210502292
370	0.4208019685
371	0.4202031739
372	0.4199716076
373	0.4197292275
374	0.4193890928
375	0.419220948
376	0.4190558343
377	0.4189424054
378	0.4188399218
379	0.4185023847
380	0.4182872107
381	0.4182019343
382	0.4178241932
383	0.4175475705
384	0.4174756907
385	0.4172917148
386	0.4168391565
387	0.4168207911
388	0.4165680581
389	0.4164783856
390	0.4162684221
391	0.4159002968
392	0.4154806674
393	0.4152640462
394	0.4151955391
395	0.4149399658
396	0.4145598375
397	0.4144189326
398	0.4142060471
399	0.4139376307
400	0.4137866866
401	0.4134793211
402	0.4132870908
403	0.4130363366
404	0.4128285001
405	0.4127167775
406	0.4124442501
407	0.4120742263
408	0.4118369259
409	0.4115509352
410	0.4114039445
411	0.4111646109
412	0.4109721451
413	0.4107176557
414	0.4102653405
415	0.4099686113
416	0.4096328584
417	0.4092878712
418	0.4089827879
419	0.4088531875
420	0.4086503928
421	0.4083431124
422	0.4082028253
423	0.407944364
424	0.4076290582
425	0.4076202667
426	0.4074494193
427	0.4072179929
428	0.4068897485
429	0.4067160077
430	0.4063880007
431	0.4059135016
432	0.4059018404
433	0.4058725619
434	0.4054900952
435	0.4052559675
436	0.4049278089
437	0.4046281119
438	0.4044903467
439	0.404463735
440	0.4041483051
441	0.4039883336
442	0.4037977727
443	0.4034983238
444	0.403293745
445	0.4032865503
446	0.4029643473
447	0.4026416076
448	0.402447203
449	0.402002627
450	0.4019702245
451	0.4016027367
452	0.4014394894
453	0.4011442269
454	0.4010533993
455	0.4006865658
456	0.4005310472
457	0.4003901399
458	0.4002020803
459	0.3998250564
460	0.3995984487
461	0.399331827
462	0.3990434106
463	0.3988077469
464	0.398712267
465	0.3984583166
466	0.3982907925
467	0.3979154306
468	0.3976767639
469	0.3974159011
470	0.3971170318
471	0.39704349
472	0.3969314
473	0.3965076524
474	0.3964857376
475	0.3963121719
476	0.3960504408
477	0.3958658869
478	0.3956459253
479	0.3952463405
480	0.3950318449
481	0.3948612322
482	0.3947832556
483	0.3942318962
484	0.3939698037
485	0.3936617739
486	0.3934933357
487	0.3933990895
488	0.3932138824
489	0.3928538335
490	0.3926590358
491	0.3925430944
492	0.3924172503
493	0.392237275
494	0.3921356105
495	0.391887725
496	0.3917379769
497	0.3915887473
498	0.3914887811
499	0.3914138874
500	0.3912728036
501	0.391208865
502	0.3910966493
503	0.391016227
504	0.3909431361
505	0.3908262147
506	0.3905496112
507	0.3903473138
508	0.3902189716
509	0.3899723793
510	0.3897403741
511	0.3895976347
512	0.389360552
513	0.3892899849
514	0.3888907034
515	0.3886813349
516	0.3885622311
517	0.3884679131
518	0.3882403811
519	0.3881026286
520	0.3878964951
521	0.3875121337
522	0.3871833808
523	0.3870167667
524	0.38694292
525	0.386859169
526	0.3867696958
527	0.3864271306
528	0.3863016796
529	0.3861668958
530	0.3859337862
531	0.3857346251
532	0.3856095255
533	0.38542823
534	0.385148159
535	0.3851417322
536	0.3848148645
537	0.3847530174
538	0.3845326317
539	0.3842630069
540	0.384216495
541	0.3838652142
542	0.3837291442
543	0.3834737388
544	0.3834285561
545	0.3832294925
546	0.3831139323
547	0.3831089506
548	0.3828728791
549	0.3828249501
550	0.3824928093
551	0.3822051186
552	0.3822002606
553	0.3821610767
554	0.3818034251
555	0.3813968763
556	0.3810829822
557	0.3808925534
558	0.3806369333
559	0.3801232776
560	0.3797758049
561	0.3797671531
562	0.3795880516
563	0.3795204722
564	0.379253382
565	0.3792247304
566	0.3791159455
567	0.3789603643
568	0.3787881658
569	0.3787735702
570	0.3784187452
571	0.3783402909
572	0.3781289534
573	0.3780460263
574	0.3777533365
575	0.377742055
576	0.3775970201
577	0.3773604599
578	0.3771920671
579	0.3768473672
580	0.3763554425
581	0.3761006763
582	0.3760133457
583	0.3759159227
584	0.3757090947
585	0.3752919713
586	0.3748473765
587	0.3748408784
588	0.3747359505
589	0.3745446627
590	0.3742607408
591	0.3740253207
592	0.3737941651
593	0.3734671932
594	0.3734639594
595	0.3733520664
596	0.3731448331
597	0.3729774685
598	0.3728274407
599	0.3725786538
600	0.3723192873
601	0.3720318848
602	0.3719406242
603	0.3718335116
604	0.3716434086
605	0.3715983591
606	0.3713715937
607	0.3711857601
608	0.3711302715
609	0.3710008433
610	0.3708630263
611	0.3706399408
612	0.3703261711
613	0.3702141779
614	0.3700868286
615	0.3698564898
616	0.3697496247
617	0.3696573954
618	0.3694307392
619	0.3693005978
620	0.369054032
621	0.3689601076
622	0.3688366677
623	0.3687076584
624	0.36852258
625	0.3682432563
626	0.3681376081
627	0.36801393
628	0.3679732462
629	0.3677266799
630	0.3676542245
631	0.3676493971
632	0.3675272245
633	0.3673615362
634	0.3672043264
635	0.3669493195
636	0.366706255
637	0.3666507911
638	0.3665435501
639	0.3663371468
640	0.366232767
641	0.3662238465
642	0.3662216531
643	0.3661512701
644	0.3660343551
645	0.3658392406
646	0.3657623511
647	0.3655141981
648	0.3653318668
649	0.3649870931
650	0.3647667228
651	0.364454671
652	0.3643821466
653	0.3640764483
654	0.3640129122
655	0.363777771
656	0.363727071
657	0.3635715201
658	0.3634091293
659	0.363391996
660	0.3633786132
661	0.363217325
662	0.3631321685
663	0.3630159851
664	0.3627753287
665	0.3625601712
666	0.3624355201
667	0.3622889876
668	0.3622576042
669	0.3622481433
670	0.3620174221
671	0.3619333696
672	0.36172087
673	0.361601578
674	0.361361008
675	0.3611538739
676	0.3611176133
677	0.3607770518
678	0.3606094055
679	0.360321252
680	0.3602536036
681	0.3599710135
682	0.3599201942
683	0.3597337957
684	0.3595689742
685	0.3594911429
686	0.3593392255
687	0.3592669013
688	0.3590932614
689	0.3589623554
690	0.3588796206
691	0.3588356925
692	0.3585806203
693	0.3584661812
694	0.3582911605
695	0.3582751032
696	0.3580007327
697	0.3578640271
698	0.3577405378
699	0.3575870145
700	0.357377481
701	0.3571998324
702	0.3570454829
703	0.3570071277
704	0.3569086591
705	0.356823606
706	0.3565371391
707	0.3563772214
708	0.3563687673
709	0.3562353129
710	0.3561541801
711	0.3560702421
712	0.3560383317
713	0.3558956852
714	0.3558496117
715	0.3558467062
716	0.3557519161
717	0.3554808181
718	0.3554142915
719	0.355332104
720	0.3552636038
721	0.3548671023
722	0.3547408053
723	0.3546514509
724	0.3546166395
725	0.354405412
726	0.3543453526
727	0.3542410634
728	0.354108925
729	0.3540557818
730	0.3538367155
731	0.3536485448
732	0.3535614397
733	0.3534517226
734	0.3532602451
735	0.3531511566
736	0.352885105
737	0.352727647
738	0.3523223784
739	0.3521225857
740	0.3519170875
741	0.3518773916
742	0.3517528196
743	0.3515914762
744	0.3514951012
745	0.3514551988
746	0.3512558897
747	0.3511118682
748	0.351084098
749	0.3509332977
750	0.3506745977
751	0.3506675345
752	0.3502839532
753	0.3501252811
754	0.3500462945
755	0.3498464096
756	0.3497746076
757	0.3496665625
758	0.3493677067
759	0.3492526022
760	0.3491358184
761	0.3489710594
762	0.3487180292
763	0.3485087798
764	0.3482684772
765	0.3481558683
766	0.3479190443
767	0.3478321306
768	0.3477441699
769	0.3473840419
770	0.3472272283
771	0.3470800751
772	0.346902268
773	0.3465988263
774	0.3462732355
775	0.3461606313
776	0.3459192699
777	0.3456989266
778	0.3455963038
779	0.3454468805
780	0.345254752
781	0.3450855744
782	0.3450103377
783	0.3447989395
784	0.3446734405
785	0.3446687755
786	0.3444247986
787	0.344359966
788	0.3442354957
789	0.344227023
790	0.3441048471
791	0.3440965456
792	0.3439715765
793	0.3437682953
794	0.3435726618
795	0.3434219244
796	0.3432137511
797	0.3431992279
798	0.3431216513
799	0.3430166934
800	0.3428217689
801	0.3428202502
802	0.342713294
803	0.3426489094
804	0.342646546
805	0.3425739985
806	0.3425274763
807	0.3422338927
808	0.3419574024
809	0.3419074919
810	0.3417614773
811	0.3416849511
812	0.3415798963
813	0.3415744661
814	0.3415017954
815	0.3414631057
816	0.3413863626
817	0.3412635208
818	0.3411110223
819	0.3409790748
820	0.3408163989
821	0.3405126363
822	0.3404153983
823	0.3401656138
824	0.3401600064
825	0.3401547911
826	0.3400249507
827	0.3399439264
828	0.3398385833
829	0.3395779538
830	0.3394769899
831	0.3393198735
832	0.3392019172
833	0.339074538
834	0.3390610959
835	0.3390260636
836	0.3388864547
837	0.338793079
838	0.3386363472
839	0.3383251126
840	0.3381506413
841	0.338096766
842	0.3379077111
843	0.3377951895
844	0.3376748238
845	0.3376462049
846	0.3374057815
847	0.3372894914
848	0.3370549207
849	0.3368752188
850	0.3368388492
851	0.3367379573
852	0.3366537728
853	0.3366265091
854	0.336517909
855	0.3364698755
856	0.3361845776
857	0.3359501208
858	0.3358241433
859	0.3356973547
860	0.3356575152
861	0.3354924935
862	0.3354256069
863	0.3352741496
864	0.3349864531
865	0.33480653
866	0.3348032094
867	0.3345660518
868	0.334564387
869	0.3343821939
870	0.3341847324
871	0.3341543823
872	0.3340194213
873	0.3339523774
874	0.3339451093
875	0.3336693822
876	0.3336102572
877	0.3334774572
878	0.333320386
879	0.3330907122
880	0.3330823303
881	0.3330206737
882	0.3328917425
883	0.3327415498
884	0.3327397258
885	0.3326789314
886	0.3324703349
887	0.3323600221
888	0.3322456423
889	0.3320794543
890	0.3320091265
891	0.3315982869
892	0.3315598866
893	0.3314531638
894	0.3314525823
895	0.3314011472
896	0.3312964473
897	0.3312027872
898	0.3310308267
899	0.3310111766
900	0.3307635252
901	0.3306104825
902	0.3305559476
903	0.3304960904
904	0.3304394867
905	0.3302489296
906	0.3301100478
907	0.329970861
908	0.3298981045
909	0.3297205267
910	0.3296622839
911	0.3296393785
912	0.3295407007
913	0.3295213039
914	0.3294763512
915	0.3292270607
916	0.3291833733
917	0.3291538793
918	0.3291211544
919	0.329075572
920	0.3289868847
921	0.3288089104
922	0.32866106
923	0.3286563405
924	0.3286445708
925	0.3286376
926	0.3285657253
927	0.3284822789
928	0.3282846153
929	0.3282068561
930	0.3280498937
931	0.3279995725
932	0.3278827885
933	0.3276350913
934	0.3272912154
935	0.3272789142
936	0.3270136979
937	0.3267880715
938	0.3266611448
939	0.3266035803
940	0.326522573
941	0.3264075045
942	0.3262881366
943	0.3262817582
944	0.3261103272
945	0.3259515293
946	0.3259330191
947	0.3258541537
948	0.3258514523
949	0.325761659
950	0.3256909373
951	0.3256214464
952	0.3255381949
953	0.3254479419
954	0.3252785976
955	0.3252006818
956	0.3250803211
957	0.3249413569
958	0.3248804557
959	0.3248086104
960	0.3246740217
961	0.3245568043
962	0.3244274096
963	0.3242812961
964	0.3241491332
965	0.3241464191
966	0.3240283371
967	0.3238913273
968	0.323793396
969	0.3236627809
970	0.3236598204
971	0.3236250811
972	0.3235665944
973	0.3234432297
974	0.3233241885
975	0.3231708194
976	0.3231065123
977	0.3229740865
978	0.3228401598
979	0.3226318485
980	0.3225625737
981	0.3222965603
982	0.3222804143
983	0.3221133553
984	0.3220022471
985	0.3219878117
986	0.3218716759
987	0.3217796522
988	0.3216945711
989	0.3216182966
990	0.3214997312
991	0.3214829238
992	0.321354641
993	0.3212676296
994	0.3211279064
995	0.3209466066
996	0.3207849737
997	0.3205939922
998	0.3204546114
999	0.3203274092
